,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
378,,[115],True,Representative for Hawaii's 2nd congressional district,2.0,2019-01-03,1433 Longworth HOB; Washington DC 20515-1102,,,,1433 Longworth House Office Building,http://gabbard.house.gov/rss.xml,44108,,Democrat,G000571,1981-04-12,1025291.0,Tulsi,female,Female,412532,Gabbard,https://www.govtrack.us/congress/members/tulsi_gabbard/412532,,Rep. Tulsi Gabbard [D-HI2],,,N00033281,129306.0,"Gabbard, Tulsi (Rep.) [D-HI2]",TulsiPress,tulsipress,202-225-4906,representative,Representative,,,,,2017-01-03,HI,Rep.,Representative,https://gabbard.house.gov
379,,"[115, 116, 117]",True,Junior Senator from Illinois,,2023-01-03,G12 Dirksen Senate Office Building Washington DC 20510,,,,G12 Dirksen Senate Office Building,,44109,,Democrat,D000622,1968-03-12,94484.0,Tammy,female,Female,412533,Duckworth,https://www.govtrack.us/congress/members/tammy_duckworth/412533,,Sen. Tammy Duckworth [D-IL],,,N00027860,57442.0,"Duckworth, Tammy (Sen.) [D-IL]",RepDuckworth,repduckworth,202-224-2854,senator,Senator,class3,Class 3,junior,Junior,2017-01-03,IL,Sen.,Senator,
380,,[115],True,Representative for Illinois's 10th congressional district,10.0,2019-01-03,1432 Longworth HOB; Washington DC 20515-1310,,,,1432 Longworth House Office Building,http://schneider.house.gov/rss.xml,44110,,Democrat,S001190,1961-08-20,63948.0,Bradley,male,Male,412534,Schneider,https://www.govtrack.us/congress/members/bradley_schneider/412534,S.,Rep. Bradley Schneider [D-IL10],,,N00033101,134948.0,"Schneider, Bradley (Rep.) [D-IL10]",,,202-225-4835,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://schneider.house.gov
381,,[115],True,Representative for Illinois's 13th congressional district,13.0,2019-01-03,1740 Longworth HOB; Washington DC 20515-1313,,,,1740 Longworth House Office Building,http://rodneydavis.house.gov/rss.xml,44111,,Republican,D000619,1970-01-05,68337.0,Rodney,male,Male,412536,Davis,https://www.govtrack.us/congress/members/rodney_davis/412536,,Rep. Rodney Davis [R-IL13],,,N00034784,9622.0,"Davis, Rodney (Rep.) [R-IL13]",RodneyDavis,RepRodneyDavis,202-225-2371,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,http://rodneydavis.house.gov
382,,[115],True,Representative for Illinois's 17th congressional district,17.0,2019-01-03,1009 Longworth HOB; Washington DC 20515-1317,,,,1009 Longworth House Office Building,http://bustos.house.gov/rss.xml,44112,,Democrat,B001286,1961-10-17,63949.0,Cheri,female,Female,412537,Bustos,https://www.govtrack.us/congress/members/cheri_bustos/412537,,Rep. Cheri Bustos [D-IL17],,,N00033390,134964.0,"Bustos, Cheri (Rep.) [D-IL17]",RepCheri,RepCheri,202-225-5905,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://bustos.house.gov
383,,[115],True,Representative for Indiana's 2nd congressional district,2.0,2019-01-03,419 Cannon HOB; Washington DC 20515-1402,,,,419 Cannon House Office Building,http://walorski.house.gov/rss.xml,44113,,Republican,W000813,1963-08-17,95005.0,Jackie,female,Female,412538,Walorski,https://www.govtrack.us/congress/members/jackie_walorski/412538,,Rep. Jackie Walorski [R-IN2],,,N00031226,34205.0,"Walorski, Jackie (Rep.) [R-IN2]",RepWalorski,repwalorski,202-225-3915,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,http://walorski.house.gov
384,,[115],True,Representative for Indiana's 5th congressional district,5.0,2019-01-03,1030 Longworth HOB; Washington DC 20515-1405,,,,1030 Longworth House Office Building,http://susanwbrooks.house.gov/rss.xml,44114,,Republican,B001284,1960-08-25,623720.0,Susan,female,Female,412539,Brooks,https://www.govtrack.us/congress/members/susan_brooks/412539,W.,Rep. Susan Brooks [R-IN5],,,N00033495,135988.0,"Brooks, Susan (Rep.) [R-IN5]",SusanWBrooks,SusanWBrooks,202-225-2276,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,http://susanwbrooks.house.gov
385,,[115],True,Representative for Indiana's 6th congressional district,6.0,2019-01-03,1230 Longworth HOB; Washington DC 20515-1406,,,,1230 Longworth House Office Building,http://messer.house.gov/rss.xml,44115,,Republican,M001189,1969-02-27,11245.0,Luke,male,Male,412540,Messer,https://www.govtrack.us/congress/members/luke_messer/412540,,Rep. Luke Messer [R-IN6],,,N00012546,33997.0,"Messer, Luke (Rep.) [R-IN6]",RepLukeMesser,RepLukeMesser,202-225-3021,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,https://messer.house.gov
386,,[115],True,Representative for Kentucky's 6th congressional district,6.0,2019-01-03,1427 Longworth HOB; Washington DC 20515-1706,,,,1427 Longworth House Office Building,http://barr.house.gov/rss.xml,44116,,Republican,B001282,1973-07-24,61848.0,Garland,male,Male,412541,Barr,https://www.govtrack.us/congress/members/garland_barr/412541,,Rep. Garland “Andy” Barr [R-KY6],,Andy,N00031233,117290.0,"Barr, Garland “Andy” (Rep.) [R-KY6]",RepAndyBarr,RepAndyBarr,202-225-4706,representative,Representative,,,,,2017-01-03,KY,Rep.,Representative,https://barr.house.gov
387,,[115],True,Representative for Massachusetts's 4th congressional district,4.0,2019-01-03,434 Cannon HOB; Washington DC 20515-2104,,,,434 Cannon House Office Building,http://kennedy.house.gov/rss.xml,44117,,Democrat,K000379,1980-10-04,79948.0,Joseph,male,Male,412543,Kennedy,https://www.govtrack.us/congress/members/joseph_kennedy/412543,P.,Rep. Joseph Kennedy [D-MA4],III,,N00034044,141275.0,"Kennedy, Joseph (Rep.) [D-MA4]",RepJoeKennedy,,202-225-5931,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,https://kennedy.house.gov
388,,[115],True,Representative for Maryland's 6th congressional district,6.0,2019-01-03,1632 Longworth HOB; Washington DC 20515-2006,,,,1632 Longworth House Office Building,http://delaney.house.gov/rss.xml,44118,,Democrat,D000620,1963-04-16,68432.0,John,male,Male,412544,Delaney,https://www.govtrack.us/congress/members/john_delaney/412544,K.,Rep. John Delaney [D-MD6],,,N00033897,135143.0,"Delaney, John (Rep.) [D-MD6]",RepJohnDelaney,repjohndelaney,202-225-2721,representative,Representative,,,,,2017-01-03,MD,Rep.,Representative,http://delaney.house.gov
389,,[115],True,Representative for Michigan's 5th congressional district,5.0,2019-01-03,227 Cannon HOB; Washington DC 20515-2205,,,,227 Cannon House Office Building,http://dankildee.house.gov/rss.xml,44119,,Democrat,K000380,1958-08-11,623723.0,Daniel,male,Male,412546,Kildee,https://www.govtrack.us/congress/members/daniel_kildee/412546,T.,Rep. Daniel Kildee [D-MI5],,,N00033395,136102.0,"Kildee, Daniel (Rep.) [D-MI5]",RepDanKildee,RepDanKildee,202-225-3611,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,http://dankildee.house.gov
390,,[115],True,Representative for Missouri's 2nd congressional district,2.0,2019-01-03,435 Cannon HOB; Washington DC 20515-2502,,,,435 Cannon House Office Building,http://wagner.house.gov/rss.xml,44120,,Republican,W000812,1962-09-13,82702.0,Ann,female,Female,412548,Wagner,https://www.govtrack.us/congress/members/ann_wagner/412548,,Rep. Ann Wagner [R-MO2],,,N00033106,136083.0,"Wagner, Ann (Rep.) [R-MO2]",RepAnnWagner,,202-225-1621,representative,Representative,,,,,2017-01-03,MO,Rep.,Representative,http://wagner.house.gov
391,,[115],True,Representative for North Carolina's 8th congressional district,8.0,2019-01-03,429 Cannon HOB; Washington DC 20515-3308,,,,429 Cannon House Office Building,http://hudson.house.gov/rss.xml,44121,,Republican,H001067,1971-11-04,79622.0,Richard,male,Male,412550,Hudson,https://www.govtrack.us/congress/members/richard_hudson/412550,,Rep. Richard Hudson [R-NC8],,,N00033630,136448.0,"Hudson, Richard (Rep.) [R-NC8]",RepRichHudson,RepRichHudson,202-225-3715,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,https://hudson.house.gov
392,,[115],True,Representative for North Carolina's 9th congressional district,9.0,2019-01-03,224 Cannon HOB; Washington DC 20515-3309,,,,224 Cannon House Office Building,http://pittenger.house.gov/rss.xml,44122,,Republican,P000606,1948-08-15,9265861.0,Robert,male,Male,412551,Pittenger,https://www.govtrack.us/congress/members/robert_pittenger/412551,,Rep. Robert Pittenger [R-NC9],,,N00034416,41272.0,"Pittenger, Robert (Rep.) [R-NC9]",RepPittenger,CongressmanPittenger,202-225-1976,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,https://pittenger.house.gov
393,,[115],True,Representative for North Carolina's 11th congressional district,11.0,2019-01-03,1024 Longworth HOB; Washington DC 20515-3311,,,,1024 Longworth House Office Building,http://meadows.house.gov/rss/press-releases.xml,44123,,Republican,M001187,1959-07-28,79621.0,Mark,male,Male,412552,Meadows,https://www.govtrack.us/congress/members/mark_meadows/412552,,Rep. Mark Meadows [R-NC11],,,N00033631,136459.0,"Meadows, Mark (Rep.) [R-NC11]",RepMarkMeadows,RepMarkMeadows,202-225-6401,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,https://meadows.house.gov
394,,[115],True,Representative for North Carolina's 2nd congressional district,2.0,2019-01-03,1110 Longworth HOB; Washington DC 20515-3302,,,,1110 Longworth House Office Building,http://holding.house.gov/rss.xml,44124,,Republican,H001065,1968-04-17,623728.0,George,male,Male,412553,Holding,https://www.govtrack.us/congress/members/george_holding/412553,,Rep. George Holding [R-NC2],,,N00033399,136462.0,"Holding, George (Rep.) [R-NC2]",RepHolding,repholding,202-225-3032,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,http://holding.house.gov
395,,[115],True,Representative for North Dakota At Large,0.0,2019-01-03,1717 Longworth HOB; Washington DC 20515-3400,,,,1717 Longworth House Office Building,http://cramer.house.gov/rss.xml,44125,,Republican,C001096,1961-01-21,7600.0,Kevin,male,Male,412555,Cramer,https://www.govtrack.us/congress/members/kevin_cramer/412555,,Rep. Kevin Cramer [R-ND0],,,N00004614,444.0,"Cramer, Kevin (Rep.) [R-ND0]",RepKevinCramer,kevincramer,202-225-2611,representative,Representative,,,,,2017-01-03,ND,Rep.,Representative,http://cramer.house.gov
396,,[115],True,Representative for New Hampshire's 2nd congressional district,2.0,2019-01-03,137 Cannon HOB; Washington DC 20515-2902,,,,137 Cannon House Office Building,http://kuster.house.gov/rss.xml,44126,,Democrat,K000382,1956-09-05,62650.0,Ann,female,Female,412557,Kuster,https://www.govtrack.us/congress/members/ann_kuster/412557,M.,Rep. Ann Kuster [D-NH2],,,N00030875,122256.0,"Kuster, Ann (Rep.) [D-NH2]",RepAnnieKuster,RepKuster,202-225-5206,representative,Representative,,,,,2017-01-03,NH,Rep.,Representative,http://kuster.house.gov
397,,[115],True,Representative for New Mexico's 1st congressional district,1.0,2019-01-03,214 Cannon HOB; Washington DC 20515-3101,,,,214 Cannon House Office Building,http://lujangrisham.house.gov/rss.xml,44127,,Democrat,L000580,1959-10-24,94791.0,Michelle,female,Female,412558,Lujan Grisham,https://www.govtrack.us/congress/members/michelle_lujan_grisham/412558,,Rep. Michelle Lujan Grisham [D-NM1],,,N00029400,102404.0,"Lujan Grisham, Michelle (Rep.) [D-NM1]",RepLujanGrisham,RepLujanGrisham,202-225-6316,representative,Representative,,,,,2017-01-03,NM,Rep.,Representative,https://lujangrisham.house.gov
398,,[115],True,Representative for New York's 6th congressional district,6.0,2019-01-03,1317 Longworth HOB; Washington DC 20515-3206,,,,1317 Longworth House Office Building,http://meng.house.gov/rss.xml,44128,,Democrat,M001188,1975-10-01,68411.0,Grace,female,Female,412560,Meng,https://www.govtrack.us/congress/members/grace_meng/412560,,Rep. Grace Meng [D-NY6],,,N00034547,69157.0,"Meng, Grace (Rep.) [D-NY6]",RepGraceMeng,,202-225-2601,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://meng.house.gov
399,,[115],True,Representative for New York's 8th congressional district,8.0,2019-01-03,1607 Longworth HOB; Washington DC 20515-3208,,,,1607 Longworth House Office Building,http://jeffries.house.gov/rss.xml,44129,,Democrat,J000294,1970-08-04,79612.0,Hakeem,male,Male,412561,Jeffries,https://www.govtrack.us/congress/members/hakeem_jeffries/412561,S.,Rep. Hakeem Jeffries [D-NY8],,,N00033640,55285.0,"Jeffries, Hakeem (Rep.) [D-NY8]",RepJeffries,,202-225-5936,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://jeffries.house.gov
400,,[115],True,Representative for New York's 18th congressional district,18.0,2019-01-03,1027 Longworth HOB; Washington DC 20515-3218,,,,1027 Longworth House Office Building,http://seanmaloney.house.gov/rss.xml,44130,,Democrat,M001185,1966-07-30,79760.0,Sean,male,Male,412562,Maloney,https://www.govtrack.us/congress/members/sean_maloney/412562,Patrick,Rep. Sean Maloney [D-NY18],,,N00034277,139760.0,"Maloney, Sean (Rep.) [D-NY18]",RepSeanMaloney,,202-225-5441,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://seanmaloney.house.gov
401,,[115],True,Representative for New York's 27th congressional district,27.0,2019-01-03,1117 Longworth HOB; Washington DC 20515-3227,,,,1117 Longworth House Office Building,http://chriscollins.house.gov/rss.xml,44131,,Republican,C001092,1950-05-20,94144.0,Chris,male,Male,412563,Collins,https://www.govtrack.us/congress/members/chris_collins/412563,,Rep. Chris Collins [R-NY27],,,N00001285,139770.0,"Collins, Chris (Rep.) [R-NY27]",RepChrisCollins,RepChrisCollins,202-225-5265,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://chriscollins.house.gov
402,,[115],True,Representative for Ohio's 2nd congressional district,2.0,2019-01-03,2419 Longworth HOB; Washington DC 20515-3502,,,,2419 Longworth House Office Building,,44132,,Republican,W000815,1958-06-17,1034044.0,Brad,male,Male,412564,Wenstrup,https://www.govtrack.us/congress/members/brad_wenstrup/412564,R.,Rep. Brad Wenstrup [R-OH2],,,N00033310,135326.0,"Wenstrup, Brad (Rep.) [R-OH2]",RepBradWenstrup,repbradwenstrup,202-225-3164,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,http://wenstrup.house.gov
403,,[115],True,Representative for Ohio's 3rd congressional district,3.0,2019-01-03,133 Cannon HOB; Washington DC 20515-3503,,,,133 Cannon House Office Building,http://beatty.house.gov/rss.xml,44133,,Democrat,B001281,1950-03-12,67294.0,Joyce,female,Female,412565,Beatty,https://www.govtrack.us/congress/members/joyce_beatty/412565,,Rep. Joyce Beatty [D-OH3],,,N00033904,2427.0,"Beatty, Joyce (Rep.) [D-OH3]",RepBeatty,,202-225-4324,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,http://beatty.house.gov
404,,[115],True,Representative for Ohio's 14th congressional district,14.0,2019-01-03,1124 Longworth HOB; Washington DC 20515-3514,,,,1124 Longworth House Office Building,http://joyce.house.gov/rss/press-releases.xml,44134,,Republican,J000295,1957-03-17,68561.0,David,male,Male,412566,Joyce,https://www.govtrack.us/congress/members/david_joyce/412566,P.,Rep. David Joyce [R-OH14],,,N00035007,143052.0,"Joyce, David (Rep.) [R-OH14]",RepDaveJoyce,repdavejoyce,202-225-5731,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,https://joyce.house.gov
405,,[115],True,Representative for Oklahoma's 1st congressional district,1.0,2019-01-03,216 Cannon HOB; Washington DC 20515-3601,,,,216 Cannon House Office Building,http://bridenstine.house.gov/rss.xml,44135,,Republican,B001283,1975-06-15,79705.0,Jim,male,Male,412567,Bridenstine,https://www.govtrack.us/congress/members/jim_bridenstine/412567,,Rep. Jim Bridenstine [R-OK1],,,N00033532,135894.0,"Bridenstine, Jim (Rep.) [R-OK1]",RepJBridenstine,RepJimBridenstine,202-225-2211,representative,Representative,,,,,2017-01-03,OK,Rep.,Representative,http://bridenstine.house.gov
406,,[115],True,Representative for Oklahoma's 2nd congressional district,2.0,2019-01-03,1113 Longworth HOB; Washington DC 20515-3602,,,,1113 Longworth House Office Building,http://mullin.house.gov/rss.xml,44136,,Republican,M001190,1977-07-26,1034045.0,Markwayne,male,Male,412568,Mullin,https://www.govtrack.us/congress/members/markwayne_mullin/412568,,Rep. Markwayne Mullin [R-OK2],,,N00033410,135898.0,"Mullin, Markwayne (Rep.) [R-OK2]",RepMullin,,202-225-2701,representative,Representative,,,,,2017-01-03,OK,Rep.,Representative,https://mullin.house.gov
407,,[115],True,Representative for Pennsylvania's 4th congressional district,4.0,2019-01-03,1207 Longworth HOB; Washington DC 20515-3804,,,,1207 Longworth House Office Building,http://perry.house.gov/rss.xml,44137,,Republican,P000605,1962-05-27,79873.0,Scott,male,Male,412569,Perry,https://www.govtrack.us/congress/members/scott_perry/412569,,Rep. Scott Perry [R-PA4],,,N00034120,59980.0,"Perry, Scott (Rep.) [R-PA4]",RepScottPerry,RepScottPerry,202-225-5836,representative,Representative,,,,,2017-01-03,PA,Rep.,Representative,http://perry.house.gov
408,,[115],True,Representative for Pennsylvania's 12th congressional district,12.0,2019-01-03,1205 Longworth HOB; Washington DC 20515-3812,,,,1205 Longworth House Office Building,http://rothfus.house.gov/rss.xml,44138,,Republican,R000598,1962-04-25,61949.0,Keith,male,Male,412570,Rothfus,https://www.govtrack.us/congress/members/keith_rothfus/412570,J.,Rep. Keith Rothfus [R-PA12],,,N00031253,119466.0,"Rothfus, Keith (Rep.) [R-PA12]",KeithRothfus,reprothfus,202-225-2065,representative,Representative,,,,,2017-01-03,PA,Rep.,Representative,https://rothfus.house.gov
409,,[115],True,Representative for Pennsylvania's 17th congressional district,17.0,2019-01-03,1034 Longworth HOB; Washington DC 20515-3817,,,,1034 Longworth House Office Building,http://cartwright.house.gov/rss.xml,44139,,Democrat,C001090,1961-05-01,79865.0,Matthew,male,Male,412571,Cartwright,https://www.govtrack.us/congress/members/matthew_cartwright/412571,A.,Rep. Matthew Cartwright [D-PA17],,,N00034128,136236.0,"Cartwright, Matthew (Rep.) [D-PA17]",RepCartwright,,202-225-5546,representative,Representative,,,,,2017-01-03,PA,Rep.,Representative,http://cartwright.house.gov
410,,[115],True,Representative for South Carolina's 7th congressional district,7.0,2019-01-03,223 Cannon HOB; Washington DC 20515-4007,,,,223 Cannon House Office Building,http://rice.house.gov/rss.xml,44140,,Republican,R000597,1957-08-04,79473.0,Tom,male,Male,412572,Rice,https://www.govtrack.us/congress/members/tom_rice/412572,,Rep. Tom Rice [R-SC7],,,N00033832,132382.0,"Rice, Tom (Rep.) [R-SC7]",RepTomRice,RepTomRice,202-225-9895,representative,Representative,,,,,2017-01-03,SC,Rep.,Representative,http://rice.house.gov
411,,[115],True,Representative for Texas's 14th congressional district,14.0,2019-01-03,1708 Longworth HOB; Washington DC 20515-4314,,,,1708 Longworth House Office Building,http://weber.house.gov/rss.xml,44141,,Republican,W000814,1953-07-02,79698.0,Randy,male,Male,412574,Weber,https://www.govtrack.us/congress/members/randy_weber/412574,K.,Rep. Randy Weber [R-TX14],,,N00033539,102026.0,"Weber, Randy (Rep.) [R-TX14]",TXRandy14,TXRandy14,202-225-2831,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://weber.house.gov
412,,[115],True,Representative for Texas's 16th congressional district,16.0,2019-01-03,1330 Longworth HOB; Washington DC 20515-4316,,,,1330 Longworth House Office Building,http://orourke.house.gov/rss.xml,44142,,Democrat,O000170,1972-09-26,79697.0,Beto,male,Male,412575,O'Rourke,https://www.govtrack.us/congress/members/beto_orourke/412575,,Rep. Beto O'Rourke [D-TX16],,,N00033540,78533.0,"O'Rourke, Beto (Rep.) [D-TX16]",RepBetoORourke,betoorourketx16,202-225-4831,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://orourke.house.gov
413,,[115],True,Representative for Texas's 20th congressional district,20.0,2019-01-03,1221 Longworth HOB; Washington DC 20515-4320,,,,1221 Longworth House Office Building,http://castro.house.gov/rss.xml,44143,,Democrat,C001091,1974-09-16,63974.0,Joaquin,male,Male,412576,Castro,https://www.govtrack.us/congress/members/joaquin_castro/412576,,Rep. Joaquin Castro [D-TX20],,,N00033316,49227.0,"Castro, Joaquin (Rep.) [D-TX20]",JoaquinCastrotx,JoaquinCastroTX,202-225-3236,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,https://castro.house.gov
414,,[115],True,Representative for Texas's 25th congressional district,25.0,2019-01-03,1323 Longworth HOB; Washington DC 20515-4325,,,,1323 Longworth House Office Building,http://williams.house.gov/rss.xml,44144,,Republican,W000816,1949-09-13,623742.0,Roger,male,Male,412578,Williams,https://www.govtrack.us/congress/members/roger_williams/412578,,Rep. Roger Williams [R-TX25],,,N00030602,50112.0,"Williams, Roger (Rep.) [R-TX25]",RepRWilliams,,202-225-9896,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://williams.house.gov
415,,[115],True,Representative for Texas's 33rd congressional district,33.0,2019-01-03,1519 Longworth HOB; Washington DC 20515-4333,,,,1519 Longworth House Office Building,http://veasey.house.gov/rss.xml,44145,,Democrat,V000131,1971-01-03,79466.0,Marc,male,Male,412579,Veasey,https://www.govtrack.us/congress/members/marc_veasey/412579,A.,Rep. Marc Veasey [D-TX33],,,N00033839,49671.0,"Veasey, Marc (Rep.) [D-TX33]",RepVeasey,marcveasey,202-225-9897,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://veasey.house.gov
416,,[115],True,Representative for Texas's 34th congressional district,34.0,2019-01-03,437 Cannon HOB; Washington DC 20515-4334,,,,437 Cannon House Office Building,http://vela.house.gov/rss.xml,44146,,Democrat,V000132,1963-02-13,95434.0,Filemon,male,Male,412580,Vela,https://www.govtrack.us/congress/members/filemon_vela/412580,,Rep. Filemon Vela [D-TX34],,,N00034349,137719.0,"Vela, Filemon (Rep.) [D-TX34]",RepFilemonVela,,202-225-9901,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,https://vela.house.gov
417,,[115],True,Representative for Utah's 2nd congressional district,2.0,2019-01-03,323 Cannon HOB; Washington DC 20515-4402,,,,323 Cannon House Office Building,http://stewart.house.gov/rss.xml,44147,,Republican,S001192,1960-07-15,68466.0,Chris,male,Male,412581,Stewart,https://www.govtrack.us/congress/members/chris_stewart/412581,,Rep. Chris Stewart [R-UT2],,,N00033932,135930.0,"Stewart, Chris (Rep.) [R-UT2]",RepChrisStewart,repchrisstewart,202-225-9730,representative,Representative,,,,,2017-01-03,UT,Rep.,Representative,http://stewart.house.gov
418,,[115],True,Representative for Washington's 6th congressional district,6.0,2019-01-03,1520 Longworth HOB; Washington DC 20515-4706,,,,1520 Longworth House Office Building,http://kilmer.house.gov/rss.xml,44148,,Democrat,K000381,1974-01-01,68310.0,Derek,male,Male,412583,Kilmer,https://www.govtrack.us/congress/members/derek_kilmer/412583,,Rep. Derek Kilmer [D-WA6],,,N00034453,51516.0,"Kilmer, Derek (Rep.) [D-WA6]",RepDerekKilmer,,202-225-5916,representative,Representative,,,,,2017-01-03,WA,Rep.,Representative,https://kilmer.house.gov
419,,[115],True,Representative for Washington's 10th congressional district,10.0,2019-01-03,425 Cannon HOB; Washington DC 20515-4710,,,,425 Cannon House Office Building,http://dennyheck.house.gov/rss.xml,44149,,Democrat,H001064,1952-07-29,9269006.0,Denny,male,Male,412584,Heck,https://www.govtrack.us/congress/members/denny_heck/412584,,Rep. Denny Heck [D-WA10],,,N00031557,126058.0,"Heck, Denny (Rep.) [D-WA10]",RepDennyHeck,RepDennyHeck,202-225-9740,representative,Representative,,,,,2017-01-03,WA,Rep.,Representative,http://dennyheck.house.gov
420,,[115],True,Representative for Wisconsin's 2nd congressional district,2.0,2019-01-03,1421 Longworth HOB; Washington DC 20515-4902,,,,1421 Longworth House Office Building,http://pocan.house.gov/rss.xml,44150,,Democrat,P000607,1964-08-14,79688.0,Mark,male,Male,412585,Pocan,https://www.govtrack.us/congress/members/mark_pocan/412585,,Rep. Mark Pocan [D-WI2],,,N00033549,26238.0,"Pocan, Mark (Rep.) [D-WI2]",RepMarkPocan,repmarkpocan,202-225-2906,representative,Representative,,,,,2017-01-03,WI,Rep.,Representative,http://pocan.house.gov
421,,[115],True,Representative for Illinois's 2nd congressional district,2.0,2019-01-03,1239 Longworth HOB; Washington DC 20515-1302,,,,1239 Longworth House Office Building,http://robinkelly.house.gov/rss.xml,44151,,Democrat,K000385,1956-04-30,70399.0,Robin,female,Female,412595,Kelly,https://www.govtrack.us/congress/members/robin_kelly/412595,,Rep. Robin Kelly [D-IL2],,,N00035215,33384.0,"Kelly, Robin (Rep.) [D-IL2]",RepRobinKelly,,202-225-0773,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://robinkelly.house.gov
422,,[115],True,Representative for Missouri's 8th congressional district,8.0,2019-01-03,1118 Longworth HOB; Washington DC 20515-2508,,,,1118 Longworth House Office Building,http://jasonsmith.house.gov/rss.xml,44152,,Republican,S001195,1980-06-16,71083.0,Jason,male,Male,412596,Smith,https://www.govtrack.us/congress/members/jason_smith/412596,T.,Rep. Jason Smith [R-MO8],,,N00035282,59318.0,"Smith, Jason (Rep.) [R-MO8]",RepJasonSmith,RepJasonSmith,202-225-4404,representative,Representative,,,,,2017-01-03,MO,Rep.,Representative,https://jasonsmith.house.gov
423,,[115],True,Representative for Massachusetts's 5th congressional district,5.0,2019-01-03,1415 Longworth HOB; Washington DC 20515-2105,,,,1415 Longworth House Office Building,,44153,,Democrat,C001101,1963-07-17,73178.0,Katherine,female,Female,412600,Clark,https://www.govtrack.us/congress/members/katherine_clark/412600,M.,Rep. Katherine Clark [D-MA5],,,N00035278,35858.0,"Clark, Katherine (Rep.) [D-MA5]",RepKClark,,202-225-2836,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,https://katherineclark.house.gov
424,,[115],True,Representative for Alabama's 1st congressional district,1.0,2019-01-03,119 Cannon HOB; Washington DC 20515-0101,,,,119 Cannon House Office Building,,44154,,Republican,B001289,1955-02-16,73486.0,Bradley,male,Male,412601,Byrne,https://www.govtrack.us/congress/members/bradley_byrne/412601,,Rep. Bradley Byrne [R-AL1],,,N00035380,27584.0,"Byrne, Bradley (Rep.) [R-AL1]",RepByrne,,202-225-4931,representative,Representative,,,,,2017-01-03,AL,Rep.,Representative,https://byrne.house.gov
425,,[115],True,Representative for Virginia's 7th congressional district,7.0,2019-01-03,1628 Longworth HOB; Washington DC 20515-4607,,,,1628 Longworth House Office Building,,44155,,Republican,B001290,1964-07-27,75248.0,David,male,Male,412605,Brat,https://www.govtrack.us/congress/members/david_brat/412605,Alan,Rep. David “Dave” Brat [R-VA7],,Dave,N00036013,,"Brat, David “Dave” (Rep.) [R-VA7]",RepDaveBrat,,202-225-2815,representative,Representative,,,,,2017-01-03,VA,Rep.,Representative,http://brat.house.gov
426,,[115],True,Representative for New Jersey's 1st congressional district,1.0,2019-01-03,1531 Longworth HOB; Washington DC 20515-3001,,,,1531 Longworth House Office Building,,44156,,Democrat,N000188,1958-12-13,76311.0,Donald,male,Male,412606,Norcross,https://www.govtrack.us/congress/members/donald_norcross/412606,W.,Rep. Donald Norcross [D-NJ1],,,N00036154,,"Norcross, Donald (Rep.) [D-NJ1]",DonaldNorcross,,202-225-6501,representative,Representative,,,,,2017-01-03,NJ,Rep.,Representative,https://norcross.house.gov
